Tag title,HD folder,Geographical coordinates
España/Cumple Bea 2024,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Madrid/Cumple Bea 2024/,40.4168;-3.7038
España/Defensa PhD Bibiana - Mayo 2015,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Gijon/Defensa PhD Bibiana - Mayo 2015/,40.4168;-3.7038
España/Descenso del rio sella Agosto 2012,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Ribadesella/Descenso del rio sella Agosto 2012/Kayac/,40.4168;-3.7038
España/Descenso del rio sella Agosto 2012,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Ribadesella/Descenso del rio sella Agosto 2012/Paseo Asturias/,40.4168;-3.7038
España/Diciembre 2011,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Salamanca/Diciembre 2011/,40.4168;-3.7038
España/Diciembre 2013,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Bermeo/Diciembre 2013/,40.4168;-3.7038
España/Diciembre 2013,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Gastelugatxe/Diciembre 2013/,40.4168;-3.7038
España/Diciembre 2013,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Guernika/Diciembre 2013/,40.4168;-3.7038
España/Diciembre 2014,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Zamora/Diciembre 2014/,40.4168;-3.7038
España/Diciembre 2019,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Valencia/Diciembre 2019/,40.4168;-3.7038
España/Dinopolis - 2025,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Teruel/Dinopolis - 2025/,40.4168;-3.7038
España/Durango,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Durango/,43.2175;-2.6332
España/Echauri,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Echauri/BBQ casa Ernesto - Mayo 2015/,42.7944;-1.7898
España/Eguino,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Eguino/,42.9167;-2.0833
España/Elizondo,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Elizondo/+ San Jean Pied de Port - Cumpleanos_31 - Enero 2013/,43.1414;-1.5131
España/Enero 2013,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Astún/Enero 2013/,40.4168;-3.7038
España/Enero 2013,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Madrid/Enero 2013/Anuncios casas/,40.4168;-3.7038
España/Enero 2013,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Madrid/Enero 2013/Camera1/,40.4168;-3.7038
España/Eslovaquia,/media/patito/seagate/Personal/Fotos/Camera/Europa/Visitas/Viaje Europa - Rosibel e Ileana - Julio 2008/Eslovaquia/Bratislavia/Kodak/,40.4168;-3.7038
España/Eslovaquia,/media/patito/seagate/Personal/Fotos/Camera/Europa/Visitas/Viaje Europa - Rosibel e Ileana - Julio 2008/Eslovaquia/Bratislavia/Nikon/,40.4168;-3.7038
España/España,/media/patito/seagate/Personal/Fotos/Camera/Europa/Visitas/Viaje Europa - Rosibel e Ileana - Julio 2008/España/Barcelona/,40.4168;-3.7038
España/España,/media/patito/seagate/Personal/Fotos/Camera/Europa/Visitas/Viaje Europa - Rosibel e Ileana - Julio 2008/España/Madrid/,40.4168;-3.7038
España/España,/media/patito/seagate/Personal/Fotos/Camera/Europa/Visitas/Viaje Europa - Rosibel y Pablo - Agosto 2014/España/Pamplona/Instrucciones aeropuerto/,40.4168;-3.7038
España/España,/media/patito/seagate/Personal/Fotos/Camera/Europa/Visitas/Viaje Europa - Rosibel y Pablo - Agosto 2014/España/Sevilla/,40.4168;-3.7038
España/España,/media/patito/seagate/Personal/Fotos/Camera/Europa/Visitas/Visita Rosibel - Octubre 2019/España/Pamplona/,40.4168;-3.7038
España/España,/media/patito/seagate/Personal/Fotos/Camera/Europa/Visitas/Visita Rosibel - Octubre 2019/España/Pueyo/,40.4168;-3.7038
España/España,/media/patito/seagate/Personal/Fotos/Camera/Europa/Visitas/Visita Rosibel - Octubre 2019/España/Río Urederra/,40.4168;-3.7038
España/España,/media/patito/seagate/Personal/Fotos/Camera/Europa/Visitas/Visita Rosibel - Octubre 2019/España/San Sebastian/,40.4168;-3.7038
España/Estadio San Mames,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Bilbao/Estadio San Mames/Guns N Roses/,40.4168;-3.7038
España/Estadio San Mames,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Bilbao/Estadio San Mames/Partido Athletic vs Sevilla/Fotos/,40.4168;-3.7038
España/Estadio San Mames,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Bilbao/Estadio San Mames/Partido Athletic vs Sevilla/Videos/,40.4168;-3.7038
España/Estadio San Mames,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Bilbao/Estadio San Mames/Partido Athletic vs Sporting - Abril 2012/,40.4168;-3.7038
España/Estella,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Estella/Febrero 2012/,42.6706;-2.0319
España/Etxauri,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Etxauri/Enero 2012/,42.801;-1.8461
España/Eugui,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Eugui/2018-12/,42.9972;-1.5478
España/Examenes Txiki - 2019,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Logroño/Examenes Txiki - 2019/,40.4168;-3.7038
España/Febrero 2013,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Segovia/Febrero 2013/,40.4168;-3.7038
España/Febrero 2013,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Toledo/Febrero 2013/,40.4168;-3.7038
España/Febrero 2013 - Kintech,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Zaragoza/Febrero 2013 - Kintech/,40.4168;-3.7038
España/Febrero 2014 - CIRCE Windscanner,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Zaragoza/Febrero 2014 - CIRCE Windscanner/,40.4168;-3.7038
España/Febrero 2015 - PhD Defensa,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Madrid/Febrero 2015 - PhD Defensa/,40.4168;-3.7038
España/Febrero 2026,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/San Sebastian/Febrero 2026/,40.4168;-3.7038
España/Festival Cine - Septiembre 2015,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/San Sebastian/Festival Cine - Septiembre 2015/,40.4168;-3.7038
España/Figueres,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Cataluña/Figueres/,42.2669;2.9608
España/Flysh - Julio 2018,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Zumaia/Flysh - Julio 2018/,40.4168;-3.7038
España/Foz de Arbayun,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Foz de Arbayun/Agosto 2012/,42.6561;-1.2733
España/Foz de Lumbier,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Foz de Lumbier/Eva - Febrero 2016/,42.6533;-1.305
España/Francia,/media/patito/seagate/Personal/Fotos/Camera/Europa/Visitas/Viaje Europa - Rosibel e Ileana - Julio 2008/Francia/Paris/Ciudad/,40.4168;-3.7038
España/Francia,/media/patito/seagate/Personal/Fotos/Camera/Europa/Visitas/Viaje Europa - Rosibel e Ileana - Julio 2008/Francia/Paris/Museo Louvre/,40.4168;-3.7038
España/Francia,/media/patito/seagate/Personal/Fotos/Camera/Europa/Visitas/Viaje Europa - Rosibel e Ileana - Julio 2008/Francia/Paris/Palacio Versalles/,40.4168;-3.7038
España/Francia,/media/patito/seagate/Personal/Fotos/Camera/Europa/Visitas/Visita Rosibel - Octubre 2019/Francia/Lourdes/,40.4168;-3.7038
España/Girona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Cataluña/Girona/,41.9794;2.8214
España/Graduacion PhD 2016,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Madrid/Graduacion PhD 2016/,40.4168;-3.7038
España/Holanda,/media/patito/seagate/Personal/Fotos/Camera/Europa/Visitas/Viaje Europa - Rosibel e Ileana - Julio 2008/Holanda/Amsterdam/,40.4168;-3.7038
España/Holanda,/media/patito/seagate/Personal/Fotos/Camera/Europa/Visitas/Viaje Europa - Rosibel e Ileana - Julio 2008/Holanda/Eindhoven/Parte 1/,40.4168;-3.7038
España/Holanda,/media/patito/seagate/Personal/Fotos/Camera/Europa/Visitas/Viaje Europa - Rosibel e Ileana - Julio 2008/Holanda/Eindhoven/Parte 2/,40.4168;-3.7038
España/Holanda,/media/patito/seagate/Personal/Fotos/Camera/Europa/Visitas/Viaje Europa - Rosibel e Ileana - Julio 2008/Holanda/Eindhoven/Parte 3/,40.4168;-3.7038
España/Holanda,/media/patito/seagate/Personal/Fotos/Camera/Europa/Visitas/Viaje Europa - Rosibel e Ileana - Julio 2008/Holanda/Eindhoven/Parte 4/,40.4168;-3.7038
España/Holanda,/media/patito/seagate/Personal/Fotos/Camera/Europa/Visitas/Viaje Europa - Rosibel e Ileana - Julio 2008/Holanda/Eindhoven/Parte 5/,40.4168;-3.7038
España/Holanda,/media/patito/seagate/Personal/Fotos/Camera/Europa/Visitas/Viaje Europa - Rosibel e Ileana - Julio 2008/Holanda/Eindhoven/Parte 6/,40.4168;-3.7038
España/Holanda,/media/patito/seagate/Personal/Fotos/Camera/Europa/Visitas/Viaje Europa - Rosibel e Ileana - Julio 2008/Holanda/Eindhoven/Parte 7/,40.4168;-3.7038
España/Holanda,/media/patito/seagate/Personal/Fotos/Camera/Europa/Visitas/Viaje Europa - Rosibel e Ileana - Julio 2008/Holanda/Rotterdam/,40.4168;-3.7038
España/Huesca,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Huesca/,42.1401;-0.4089
España/Inglaterra,/media/patito/seagate/Personal/Fotos/Camera/Europa/Visitas/Viaje Europa - Rosibel e Ileana - Julio 2008/Inglaterra/Londres/,40.4168;-3.7038
España/Isaba,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Isaba/Eva - Noviembre 2015/Camara Mikel/,42.8622;-0.9128
España/Isaba,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Isaba/Eva - Noviembre 2015/Camera1/,42.8622;-0.9128
España/Italia,/media/patito/seagate/Personal/Fotos/Camera/Europa/Visitas/Viaje Europa - Rosibel e Ileana - Julio 2008/Italia/Florencia/,40.4168;-3.7038
España/Italia,/media/patito/seagate/Personal/Fotos/Camera/Europa/Visitas/Viaje Europa - Rosibel e Ileana - Julio 2008/Italia/Milan/,40.4168;-3.7038
España/Italia,/media/patito/seagate/Personal/Fotos/Camera/Europa/Visitas/Viaje Europa - Rosibel e Ileana - Julio 2008/Italia/Pisa/,40.4168;-3.7038
España/Italia,/media/patito/seagate/Personal/Fotos/Camera/Europa/Visitas/Viaje Europa - Rosibel e Ileana - Julio 2008/Italia/Roma/Parte 1/,40.4168;-3.7038
España/Italia,/media/patito/seagate/Personal/Fotos/Camera/Europa/Visitas/Viaje Europa - Rosibel e Ileana - Julio 2008/Italia/Roma/Parte 2/,40.4168;-3.7038
España/Italia,/media/patito/seagate/Personal/Fotos/Camera/Europa/Visitas/Viaje Europa - Rosibel e Ileana - Julio 2008/Italia/Venecia/,40.4168;-3.7038
España/Julio 2010,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Madrid/Julio 2010/,40.4168;-3.7038
España/Julio 2010,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/San Sebastian/Julio 2010/,40.4168;-3.7038
España/Julio 2012,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Burgos/Julio 2012/,40.4168;-3.7038
España/Julio 2014 - Camping + Getaria,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Zarautz/Julio 2014 - Camping + Getaria/,40.4168;-3.7038
España/Julio 2024,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Madrid/Julio 2024/,40.4168;-3.7038
España/Junio 2010,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Zaragoza/Junio 2010/,40.4168;-3.7038
España/Junio 2011,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Logroño/Junio 2011/,40.4168;-3.7038
España/Junio 2011,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Vitoria/Junio 2011/,40.4168;-3.7038
España/Junio 2012,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Zarautz/Junio 2012/,40.4168;-3.7038
España/Lesaka,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Lesaka/Club Montañismo - Febrero 2011/,43.2564;-1.7322
España/Lesaka,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Lesaka/Paseo/,43.2564;-1.7322
España/León,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/León/,42.5987;-5.5671
España/Malgrat de Mar,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Cataluña/Malgrat de Mar/Invierno 2020/,41.6474;2.7461
España/Malgrat de Mar,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Cataluña/Malgrat de Mar/Llegada/,41.6474;2.7461
España/Marzo 2015,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Bilbao/Marzo 2015/,40.4168;-3.7038
España/Mayo 2011,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Bilbao/Mayo 2011/,40.4168;-3.7038
España/Mayo 2013,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Vitoria/Mayo 2013/,40.4168;-3.7038
España/Mayo 2015,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Peñiscola/Mayo 2015/,40.4168;-3.7038
España/Mayo 2016,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Numancia/Mayo 2016/,40.4168;-3.7038
España/Merida,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Merida/,38.9143;-6.3477
España/Mesa de los 3 reyes,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Mesa de los 3 reyes/Mayo 2011/Camera1/,42.88;-0.745
España/Mesa de los 3 reyes,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Mesa de los 3 reyes/Mayo 2011/Fotos de Gonzalo/,42.88;-0.745
España/Metallica,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Madrid/Metallica/,40.4168;-3.7038
España/Milagro,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Milagro/+ Tudela - Junio 2012/,42.2333;-1.7833
España/Monreal,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Monreal/Diciembre 2011/,42.7233;-1.5153
España/Monte El Perdon,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Monte El Perdon/2018-11-25/,42.7547;-1.7017
España/Mudanza Jess y Gabriel - Agosto 2015,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Madrid/Mudanza Jess y Gabriel - Agosto 2015/,40.4168;-3.7038
España/Mundaka,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Mundaka/,43.4072;-2.6961
España/Murcia,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Murcia/,37.9845;-1.1285
España/Málaga,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Málaga/,36.7213;-4.4214
España/Nerja,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Nerja/,36.7572;-3.8709
España/Noviembre 2012,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Valencia/Noviembre 2012/,40.4168;-3.7038
España/Noviembre 2012 - Tutoria Alvaro,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Madrid/Noviembre 2012 - Tutoria Alvaro/,40.4168;-3.7038
España/Noviembre 2013,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Cáceres/Noviembre 2013/,40.4168;-3.7038
España/Ochagavia,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Ochagavia/Noviembre 2012/,42.9181;-1.0772
España/Octubre 2011,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Madrid/Octubre 2011/,40.4168;-3.7038
España/Octubre 2011,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Zarautz/Octubre 2011/,40.4168;-3.7038
España/Olite,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Olite/Castillo - Octubre 2011/,42.4806;-1.6511
España/Olloki,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Olloki/Bea/Paseos/Balneario de Cestona/,42.8733;-1.5911
España/Olloki,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Olloki/Bea/Paseos/Bosque Orgi/,42.8733;-1.5911
España/Olloki,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Olloki/Bea/Paseos/Cambo - Biarritz/,42.8733;-1.5911
España/Olloki,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Olloki/Bea/Paseos/Hendaya/,42.8733;-1.5911
España/Olloki,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Olloki/Bea/Paseos/Katamaran YTB/,42.8733;-1.5911
España/Olloki,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Olloki/Bea/Paseos/Logroño/,42.8733;-1.5911
España/Olloki,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Olloki/Bea/Paseos/Lumbier/,42.8733;-1.5911
España/Olloki,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Olloki/Bea/Paseos/Molino Bidart/,42.8733;-1.5911
España/Olloki,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Olloki/Boda/Iglesia/Sesión fotos/,42.8733;-1.5911
España/Olloki,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Olloki/Boda/Preparativos/Documentos/,42.8733;-1.5911
España/Olloki,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Olloki/Boda/Preparativos/Menu_boda/,42.8733;-1.5911
España/Olloki,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Olloki/Boda/Preparativos/Palacio_Olloki_visita/,42.8733;-1.5911
España/Olloki,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Olloki/Diego/2021 Diego 29 semanas embarazo/,42.8733;-1.5911
España/Olloki,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Olloki/Diego/2021 Sesion_Yamaguchi_Otoño/,42.8733;-1.5911
España/Olloki,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Olloki/Diego/2021 Sesion_Yamaguchi_Otoño_s/,42.8733;-1.5911
España/Olloki,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Olloki/Diego/2022 Sesion_Diego_1año/,42.8733;-1.5911
España/Olloki,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Olloki/Diego/2024 Diego final guarderia/Diego/,42.8733;-1.5911
España/Olloki,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Olloki/Diego/2024 Diego final guarderia/fotos fiesta medianos/,42.8733;-1.5911
España/Olloki,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Olloki/Diego/Album cole/,42.8733;-1.5911
España/Olloki,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Olloki/Diego/Campamento verano 2025/,42.8733;-1.5911
España/Olloki,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Olloki/Diego/Diego whatsapp/,42.8733;-1.5911
España/Olloki,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Olloki/Olloki casa/Reparaciones/,42.8733;-1.5911
España/Olloki,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Olloki/Olloki casa/Vender/,42.8733;-1.5911
España/Olloki,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Olloki/Vera/Nacimiento/,42.8733;-1.5911
España/Olloki,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Olloki/Vera/Vera crecimiento/,42.8733;-1.5911
España/Ordesa,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Ordesa/,42.634;0.019
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/2020/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/2021/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/2022/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/2023/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/2024/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/2025/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/2026/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Abril - Julio 2013/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Abril 2010/Paseo rio Arga/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Abril 2010/Tortilla española/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Abril 2017/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Agosto 2011/Bici camino Santiago/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Agosto 2011/Compra Cogumelo/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Agosto 2011/Compra coche/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Agosto 2012/Verano/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Agosto 2012/Vuelta ciclistica Espana/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Agosto 2014/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Agosto 2015/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Agosto 2017 - Drones David/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Amigos - Abril 2013/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Apellido Guillen/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Arantza cocina/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Bateria - Mayo 2015/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Boda/Fabs y Mikel - 2017-10/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Camino Santiago - Octubre 2015/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Casa Bergamin/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Cerro San Cristobal/Bici vuelta Septiembre 2011/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Cerro San Cristobal/Caminata Febrero 2012/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Club Oberena - BBQ salseros/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Comida Navidad - Diciembre 2014/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Comida casa Sato - Noviembre 2015/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Compra portatil/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Concierto Malu/Abril 2013/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Cumple Jessica - Septiembre 2013/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Cumpleaños Alejandro/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Curso Cocina - Octubre 2015/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Curso cata de vinos - Noviembre 2015/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Curso de Zetas - Noviembre 2013/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Despedida Fabs - Junio 2016/Camera1/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Despedida Fabs - Junio 2016/arantza/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Despedida Fabs - Junio 2016/eva/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Despedida Fabs - Junio 2016/fer/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Despedida Fabs - Junio 2016/leire/2012 08 04 Fiestas Vitoria/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Despedida Fabs - Junio 2016/leire/2013 01 01/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Despedida Fabs - Junio 2016/leire/2013 01 Cumple Fab/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Despedida Fabs - Junio 2016/leire/2013 03 03 Raquetas nieve/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Despedida Fabs - Junio 2016/leire/2013 03 17 Fiesta Mehdi/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Despedida Fabs - Junio 2016/leire/2013 04 27 Cumple Leire/,42.8125;-1.6458
España/Pamplona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Pamplona/Despedida Fabs - Junio 2016/leire/2013 07 SF/,42.8125;-1.6458
